"Canal15";"Canal14";"Canal2";"Canal1"
"un15";"un14";"uni2";"uni1"
"-0,147";"-0,684";"35,173";"32,242"
"-0,147";"-0,684";"32,731";"31,754"
"-0,147";"-0,782";"33,219";"32,242"
"-0,147";"-0,586";"32,731";"31,754"
"-0,293";"-0,586";"33,219";"32,731"
"-0,147";"-0,684";"32,242";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"0,000";"-0,782";"32,731";"32,242"
"-0,147";"-0,586";"32,731";"32,242"
"-0,147";"-0,586";"32,731";"32,731"
"-0,147";"-0,684";"32,731";"35,173"
"-0,147";"-0,684";"33,219";"32,242"
"-0,147";"-0,782";"32,731";"32,731"
"-0,147";"-0,684";"32,731";"31,754"
"0,000";"-0,586";"33,219";"32,242"
"0,000";"-0,586";"32,731";"31,265"
"0,000";"-0,782";"33,219";"32,242"
"0,000";"-0,684";"32,731";"32,731"
"0,000";"-0,586";"32,731";"32,242"
"0,000";"-0,586";"32,731";"32,731"
"-0,147";"-0,586";"32,731";"31,754"
"-0,147";"-0,782";"33,219";"32,242"
"-0,147";"-0,977";"33,219";"32,242"
"0,000";"-0,684";"32,731";"32,242"
"-0,147";"-0,489";"32,731";"32,242"
"-0,147";"-0,586";"32,731";"31,754"
"-0,147";"-0,782";"32,731";"32,242"
"0,000";"-0,684";"32,731";"32,731"
"-0,147";"-0,586";"32,731";"32,242"
"-0,440";"-0,684";"32,731";"32,731"
"-0,147";"-0,684";"32,731";"31,754"
"-0,293";"-0,782";"33,219";"31,754"
"0,000";"-0,684";"32,731";"32,242"
"0,000";"-0,684";"32,731";"31,754"
"-0,147";"-0,489";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"31,265"
"-0,147";"-0,684";"32,731";"32,242"
"0,000";"-0,586";"32,731";"32,242"
"-0,147";"-0,489";"32,731";"32,242"
"-0,147";"-0,586";"33,219";"32,731"
"-0,147";"-0,684";"32,731";"31,754"
"-0,147";"-0,684";"33,219";"31,754"
"0,000";"-0,684";"32,731";"32,242"
"-0,147";"-0,586";"32,731";"31,754"
"-0,147";"-0,684";"32,731";"32,731"
"-0,147";"-0,684";"32,731";"31,754"
"-0,147";"-0,586";"33,219";"31,754"
"-0,147";"-0,586";"33,219";"32,242"
"-0,147";"-0,782";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,731"
"0,000";"-0,489";"32,731";"32,242"
"0,000";"-0,586";"32,731";"30,777"
"0,000";"-0,684";"36,150";"32,242"
"0,000";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"32,731"
"-0,147";"-0,684";"32,731";"31,754"
"0,000";"-0,684";"32,731";"31,265"
"0,000";"-0,684";"34,196";"32,242"
"0,000";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"0,000";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"32,731"
"0,000";"-0,684";"33,219";"32,242"
"0,000";"-0,489";"33,219";"30,288"
"0,000";"-0,586";"35,173";"32,731"
"-0,147";"-0,684";"32,731";"31,754"
"-0,293";"-0,684";"32,731";"32,242"
"-0,147";"-0,782";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"31,265"
"0,000";"-0,684";"34,196";"32,242"
"-0,293";"-0,586";"32,731";"32,242"
"-0,293";"-0,684";"33,219";"32,731"
"-0,147";"-0,684";"32,731";"32,242"
"0,000";"-0,684";"33,219";"31,265"
"-0,147";"-0,586";"34,685";"32,242"
"-0,147";"-0,684";"32,731";"31,754"
"-0,147";"-0,684";"32,731";"32,731"
"0,000";"-0,586";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"32,242"
"-0,147";"-0,391";"33,219";"32,242"
"-0,147";"-0,586";"33,219";"32,242"
"0,000";"-0,879";"33,219";"32,731"
"0,000";"-0,879";"32,731";"32,242"
"0,000";"-0,684";"32,731";"32,242"
"0,000";"-0,684";"32,731";"32,242"
"0,000";"-0,489";"32,731";"32,242"
"-0,147";"-0,879";"33,219";"32,242"
"0,000";"-0,586";"33,219";"31,754"
"-0,147";"-0,489";"33,219";"32,242"
"-0,147";"-0,879";"32,731";"32,731"
"0,000";"-0,684";"32,731";"32,242"
"0,000";"-0,684";"33,219";"32,242"
"0,000";"-0,684";"32,731";"31,265"
"-0,147";"-0,684";"33,708";"32,242"
"0,000";"-0,782";"33,219";"32,242"
"-0,293";"-0,586";"32,731";"31,754"
"0,000";"-0,684";"33,219";"32,242"
"-0,147";"-0,782";"32,731";"34,196"
"0,000";"-0,489";"32,731";"32,242"
"0,000";"-0,586";"32,731";"32,242"
"-0,147";"-0,879";"32,731";"32,242"
"-0,147";"-0,586";"33,219";"32,731"
"-0,147";"-0,391";"32,731";"32,731"
"-0,147";"-0,879";"31,265";"32,242"
"-0,147";"-0,782";"32,731";"32,731"
"-0,147";"-0,684";"32,731";"31,754"
"-0,147";"-0,489";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"-0,293";"-0,782";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,586";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,782";"32,731";"32,242"
"-0,293";"-0,684";"33,219";"32,731"
"-0,147";"-0,684";"32,731";"31,754"
"0,000";"-0,684";"33,219";"31,754"
"-0,147";"-0,782";"32,242";"32,242"
"-0,147";"-0,684";"33,219";"32,242"
"-0,147";"-0,586";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"31,754"
"0,000";"-0,782";"33,219";"31,265"
"0,293";"-0,684";"33,219";"32,242"
"0,440";"-0,684";"32,731";"32,242"
"0,147";"-0,489";"33,219";"32,242"
"-0,147";"-0,782";"32,731";"31,754"
"-0,147";"-0,782";"32,731";"31,754"
"0,000";"-0,684";"33,219";"32,242"
"0,000";"-0,586";"32,731";"32,242"
"0,000";"-0,684";"32,731";"32,731"
"0,000";"-0,782";"32,731";"31,754"
"0,000";"-0,684";"33,219";"31,754"
"-0,147";"-0,684";"32,731";"32,731"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,731"
"-0,147";"-0,684";"32,731";"34,196"
"-0,147";"-0,586";"31,754";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"0,000";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"32,731"
"-0,147";"-0,586";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,731"
"-0,147";"-0,684";"33,219";"32,242"
"0,000";"-0,684";"32,731";"31,754"
"0,000";"-0,586";"33,219";"31,265"
"-0,147";"-0,684";"34,685";"32,242"
"0,000";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,731"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"0,000";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"32,731"
"-0,147";"-0,684";"33,219";"31,754"
"-0,147";"-0,684";"33,219";"32,242"
"0,000";"-0,684";"32,731";"32,731"
"0,000";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"32,242"
"0,000";"-0,684";"32,731";"33,219"
"-0,147";"-0,684";"31,754";"32,731"
"0,000";"-0,684";"33,219";"32,242"
"0,000";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"32,731"
"-0,147";"-0,684";"32,242";"32,731"
"0,000";"-0,586";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"32,242"
"0,000";"-0,684";"33,219";"32,242"
"-0,147";"-0,684";"33,219";"31,754"
"0,000";"-0,586";"34,685";"32,242"
"0,000";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"32,242"
"0,000";"-0,684";"32,731";"31,754"
"0,000";"-0,586";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"32,731"
"0,000";"-0,684";"32,731";"31,754"
"-0,147";"-0,586";"33,219";"32,731"
"-0,147";"-0,684";"32,731";"32,242"
"0,000";"-0,684";"32,731";"31,754"
"0,000";"-0,684";"33,219";"32,242"
"-0,293";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,731"
"0,000";"-0,684";"36,150";"32,731"
"-0,147";"-0,684";"32,731";"31,754"
"0,000";"-0,684";"33,219";"32,731"
"-0,147";"-0,684";"32,731";"32,242"
"0,000";"-0,684";"33,219";"32,731"
"-0,293";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,586";"33,219";"32,242"
"-0,147";"-0,684";"32,731";"32,731"
"0,000";"-0,684";"32,731";"32,731"
"0,000";"-0,586";"32,731";"32,731"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"32,242"
"-0,147";"-0,684";"33,219";"32,242"
"-0,147";"-0,586";"32,731";"32,242"
"-0,293";"-0,684";"33,219";"32,731"
"0,000";"-0,684";"32,731";"32,242"
"0,000";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"0,000";"-0,684";"33,219";"31,754"
"0,000";"-0,684";"35,173";"32,242"
"-0,147";"-0,684";"32,731";"31,754"
"0,000";"-0,391";"32,731";"32,242"
"-0,293";"-0,684";"32,731";"32,242"
"0,000";"-0,977";"32,731";"31,754"
"-0,293";"-0,977";"32,731";"32,731"
"0,000";"-0,489";"32,731";"32,242"
"-0,293";"-0,782";"33,219";"32,731"
"0,000";"-0,782";"32,731";"32,242"
"0,000";"-0,489";"32,731";"32,242"
"-0,147";"-0,782";"33,219";"32,242"
"-0,147";"-0,782";"32,731";"31,754"
"-0,147";"-0,782";"33,219";"31,754"
"-0,147";"-0,489";"32,731";"32,731"
"-0,293";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"32,242"
"0,000";"-0,782";"32,242";"32,731"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,782";"32,731";"31,754"
"-0,147";"-0,782";"33,219";"31,754"
"0,000";"-0,586";"32,731";"32,242"
"0,000";"-0,782";"32,731";"31,754"
"-0,147";"-0,782";"32,731";"32,242"
"0,000";"-0,782";"32,731";"35,173"
"-0,147";"-0,684";"31,754";"32,242"
"-0,293";"-0,586";"32,731";"32,731"
"-0,147";"-0,684";"33,219";"32,242"
"-0,293";"-0,586";"33,219";"32,731"
"0,000";"-0,782";"31,754";"32,731"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,489";"32,731";"32,242"
"-0,147";"-0,782";"33,219";"31,265"
"0,000";"-0,684";"33,708";"32,242"
"-0,147";"-0,684";"33,219";"32,242"
"0,000";"-0,586";"33,219";"32,242"
"-0,147";"-0,782";"32,731";"32,242"
"-0,147";"-0,782";"32,242";"32,731"
"-0,147";"-0,684";"32,731";"32,242"
"0,000";"-0,684";"32,731";"32,731"
"-0,147";"-0,782";"32,731";"31,754"
"-0,147";"-0,782";"33,219";"32,242"
"-0,147";"-0,684";"33,219";"32,242"
"0,000";"-0,489";"32,731";"32,242"
"-0,147";"-0,489";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"35,173"
"-0,147";"-0,782";"31,265";"31,754"
"-0,293";"-0,684";"33,219";"32,242"
"0,000";"-0,684";"33,219";"31,754"
"-0,440";"-0,782";"33,219";"32,242"
"-0,147";"-0,489";"32,242";"32,242"
"0,000";"-0,586";"32,731";"32,242"
"-0,147";"-0,879";"33,219";"32,731"
"0,000";"-0,586";"33,219";"31,754"
"-0,147";"-0,586";"33,219";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,586";"32,731";"32,731"
"-0,147";"-0,586";"32,731";"32,731"
"0,000";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"32,242"
"-0,147";"-0,586";"32,731";"31,754"
"0,000";"-0,586";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"33,219";"32,242"
"-0,147";"-0,684";"32,731";"35,173"
"0,000";"-0,782";"32,242";"32,242"
"0,000";"-0,782";"33,219";"32,242"
"0,000";"-0,391";"32,731";"31,754"
"-0,147";"-0,684";"33,219";"32,242"
"-0,147";"-0,782";"35,662";"32,731"
"-0,147";"-0,684";"32,731";"31,754"
"-0,293";"-0,586";"33,219";"32,242"
"0,000";"-0,684";"32,731";"32,242"
"0,000";"-0,586";"33,219";"32,242"
"0,000";"-0,684";"33,219";"32,242"
"-0,147";"-0,782";"32,731";"32,242"
"-0,293";"-0,586";"33,219";"32,731"
"-0,147";"-0,391";"32,242";"32,731"
"-0,147";"-0,586";"32,731";"32,242"
"-0,147";"-0,782";"32,731";"32,731"
"-0,147";"-0,782";"32,731";"31,754"
"-0,147";"-0,489";"33,219";"32,242"
"0,000";"-0,684";"33,219";"32,242"
"0,000";"-0,684";"33,219";"32,242"
"-0,147";"-0,586";"33,219";"32,242"
"0,000";"-0,586";"32,731";"32,242"
"0,000";"-0,684";"32,731";"32,242"
"-0,147";"-0,586";"33,219";"32,731"
"0,000";"-0,586";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"31,265"
"-0,293";"-0,684";"33,219";"32,731"
"-0,147";"-0,586";"32,731";"32,242"
"-0,147";"-0,489";"33,219";"32,242"
"-0,147";"-0,684";"32,731";"31,754"
"0,000";"-0,684";"33,219";"32,242"
"0,000";"-0,586";"32,731";"32,731"
"0,000";"-0,586";"32,731";"32,242"
"-0,293";"-0,684";"33,219";"32,731"
"-0,293";"-0,586";"32,242";"32,242"
"0,000";"-0,586";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,731"
"0,000";"-0,684";"32,731";"32,731"
"-0,147";"-0,489";"33,219";"32,242"
"0,000";"-0,782";"33,219";"32,731"
"-0,147";"-1,563";"32,731";"31,754"
"0,000";"0,293";"33,219";"32,242"
"-0,147";"-0,391";"35,662";"32,731"
"0,000";"-0,684";"32,731";"32,242"
"-0,147";"-0,684";"32,731";"32,242"
"0,000";"-0,782";"32,731";"31,754"
"-0,147";"-0,782";"31,754";"32,242"
"0,000";"-0,684";"32,731";"32,242"
"0,000";"-0,879";"32,731";"31,754"
"-0,147";"-1,954";"32,731";"32,731"
"0,000";"-3,127";"32,731";"32,731"
"-0,147";"-4,201";"32,731";"32,242"
"0,000";"-4,787";"33,219";"32,731"
"0,000";"-4,787";"32,731";"34,196"
"0,147";"-4,494";"32,731";"31,754"
"0,440";"-4,299";"33,219";"32,731"
"0,586";"-3,908";"32,731";"31,754"
"0,733";"-3,615";"33,708";"32,242"
"0,586";"-3,322";"33,219";"32,731"
"0,733";"-3,322";"32,731";"32,242"
"0,879";"-3,420";"33,219";"32,242"
"1,172";"-3,127";"33,219";"32,242"
"1,026";"-3,127";"32,731";"32,731"
"1,026";"-3,224";"32,731";"32,242"
"1,172";"-3,127";"33,708";"32,242"
"1,319";"-1,075";"32,731";"31,754"
"1,612";"3,322";"32,731";"32,731"
"1,466";"4,299";"32,731";"32,242"
"1,319";"4,104";"32,731";"32,242"
"1,172";"4,006";"33,219";"32,731"
"0,879";"3,517";"32,731";"31,754"
"0,733";"2,345";"31,754";"32,242"
"0,733";"0,977";"33,219";"32,731"
"0,293";"-0,586";"32,731";"31,754"
"0,000";"-2,052";"32,731";"31,754"
"0,293";"-2,833";"32,731";"32,242"
"0,586";"-3,322";"32,731";"31,754"
"0,293";"-3,810";"32,731";"32,731"
"0,440";"-4,104";"32,731";"32,242"
"0,586";"-4,397";"32,731";"32,242"
"0,733";"-4,299";"33,219";"32,731"
"0,879";"-3,908";"32,242";"32,242"
"0,733";"-3,517";"32,731";"31,754"
"1,026";"-3,517";"33,219";"32,731"
"1,026";"-3,810";"32,731";"34,685"
"1,026";"-4,299";"32,731";"31,754"
"1,172";"-4,690";"32,731";"32,242"
"1,172";"-5,178";"32,731";"31,754"
"1,172";"-6,448";"33,219";"32,242"
"1,026";"-7,132";"33,219";"31,265"
"1,319";"-7,523";"32,731";"31,754"
"1,612";"-8,305";"33,219";"31,754"
"1,612";"-10,259";"32,731";"32,242"
"2,052";"-12,115";"32,731";"31,754"
"2,345";"-12,897";"33,219";"32,731"
"2,638";"-13,385";"32,731";"32,242"
"3,078";"-13,874";"32,731";"32,242"
"3,371";"-13,874";"33,219";"32,242"
"3,517";"-14,069";"32,731";"32,242"
"3,664";"-15,046";"32,731";"31,754"
"4,250";"-16,512";"32,731";"32,242"
"4,983";"-18,857";"32,731";"34,196"
"5,276";"-20,518";"32,731";"31,754"
"5,423";"-21,690";"32,731";"32,731"
"5,862";"-22,081";"32,731";"31,754"
"6,888";"-22,960";"33,219";"31,754"
"7,328";"-23,058";"33,219";"32,731"
"8,061";"-21,104";"32,731";"31,754"
"9,086";"-16,121";"33,219";"31,754"
"9,673";"-12,408";"32,731";"32,242"
"10,112";"-13,972";"32,731";"32,242"
"10,259";"-12,897";"33,219";"32,731"
"10,845";"-11,334";"35,662";"32,242"
"11,578";"-10,161";"32,731";"32,242"
"11,871";"-10,357";"32,731";"32,731"
"12,164";"-10,259";"32,731";"32,242"
"12,457";"-12,018";"32,242";"31,754"
"12,604";"-14,265";"32,731";"32,242"
"11,871";"-15,535";"32,731";"32,242"
"12,164";"-15,730";"32,731";"32,242"
"13,923";"-15,828";"32,731";"32,242"
"15,681";"-15,633";"32,731";"31,754"
"15,535";"-14,460";"32,731";"32,242"
"15,242";"-13,190";"32,731";"32,731"
"15,681";"-12,115";"32,731";"31,754"
"16,414";"-12,018";"32,731";"32,242"
"16,707";"-12,604";"32,731";"32,242"
"17,440";"-14,167";"32,731";"31,754"
"17,294";"-15,633";"32,731";"31,754"
"16,854";"-16,903";"32,731";"32,242"
"18,173";"-19,248";"32,731";"32,242"
"19,345";"-21,788";"32,731";"31,754"
"19,932";"-23,351";"33,219";"32,242"
"20,518";"-19,443";"32,731";"32,242"
"20,811";"-15,437";"33,219";"33,219"
"21,690";"-11,724";"33,219";"32,242"
"22,570";"5,471";"32,731";"32,731"
"22,863";"3,517";"33,219";"32,731"
"23,156";"0,000";"35,662";"32,242"
"23,009";"2,638";"32,731";"32,242"
"22,570";"6,937";"33,219";"32,731"
"22,716";"6,742";"32,731";"32,731"
"22,863";"6,351";"32,731";"32,242"
"23,009";"6,937";"33,219";"32,242"
"22,716";"7,426";"32,731";"32,242"
"22,130";"8,207";"32,731";"32,242"
"21,690";"8,696";"32,731";"32,242"
"21,544";"6,058";"32,731";"34,685"
"21,544";"4,592";"32,731";"31,754"
"21,544";"5,374";"32,731";"32,242"
"21,397";"6,058";"32,731";"31,265"
"20,957";"5,569";"32,731";"32,242"
"20,664";"5,862";"33,219";"32,242"
"20,518";"6,839";"32,731";"31,754"
"20,518";"7,328";"32,731";"31,754"
"20,225";"6,839";"32,731";"32,731"
"19,932";"6,742";"32,731";"32,242"
"19,638";"7,426";"33,219";"31,754"
"19,492";"8,891";"32,731";"32,731"
"19,345";"9,380";"32,731";"32,242"
"19,052";"9,380";"33,219";"31,754"
"18,613";"9,966";"33,219";"32,242"
"18,466";"9,575";"32,731";"32,242"
"18,026";"9,282";"32,731";"32,242"
"17,587";"9,673";"33,219";"32,242"
"17,440";"9,380";"32,242";"32,242"
"17,294";"9,966";"32,731";"32,242"
"16,854";"9,380";"32,731";"32,242"
"16,707";"8,305";"32,731";"32,242"
"16,121";"8,305";"32,731";"32,242"
"15,681";"8,891";"32,242";"32,731"
"15,388";"8,696";"32,731";"32,242"
"15,388";"7,719";"33,219";"32,242"
"15,242";"7,328";"32,731";"32,731"
"14,949";"7,719";"32,731";"31,754"
"14,362";"7,132";"33,219";"32,242"
"14,069";"3,517";"32,731";"34,196"
"13,923";"2,345";"32,731";"32,242"
"14,069";"2,345";"33,219";"32,242"
"13,923";"1,856";"32,731";"31,754"
"14,069";"-1,661";"32,731";"31,754"
"13,630";"-5,667";"32,731";"32,242"
"13,483";"-3,908";"32,731";"31,754"
"13,337";"-4,006";"32,242";"32,242"
"13,483";"-4,201";"33,219";"32,242"
"13,776";"-4,104";"32,731";"31,754"
"12,750";"-2,540";"33,219";"32,242"
"11,871";"0,391";"32,731";"32,242"
"12,018";"2,052";"32,731";"31,754"
"13,043";"2,345";"32,731";"32,242"
"13,483";"6,058";"32,731";"32,731"
"12,897";"5,374";"32,731";"31,754"
"12,897";"4,494";"33,219";"31,754"
"13,043";"3,420";"32,731";"32,242"
"13,043";"2,540";"32,731";"31,754"
"12,604";"2,247";"33,219";"31,754"
"11,724";"1,954";"32,731";"32,242"
"10,992";"-0,586";"32,731";"32,242"
"10,405";"-2,736";"33,219";"31,265"
"10,405";"-1,563";"33,219";"32,242"
"11,871";"-1,172";"32,731";"32,242"
"13,190";"-1,368";"32,731";"32,242"
"13,337";"1,270";"32,731";"32,242"
"12,164";"3,713";"32,731";"32,242"
"11,431";"0,977";"32,731";"32,731"
"11,578";"-0,391";"33,219";"32,242"
"12,164";"-0,879";"32,731";"31,754"
"12,897";"-1,759";"33,219";"32,242"
"13,337";"-2,345";"35,173";"32,242"
"13,483";"-2,149";"32,731";"31,754"
"13,630";"-0,489";"32,731";"32,731"
"13,630";"-1,466";"32,731";"32,242"
"13,630";"-1,954";"32,731";"32,242"
"13,630";"3,615";"33,219";"32,242"
"13,630";"0,782";"32,242";"32,242"
"13,483";"-2,345";"32,731";"31,754"
"13,043";"-0,293";"33,219";"32,242"
"13,190";"-2,540";"32,242";"32,242"
"13,483";"-3,517";"32,731";"31,754"
"13,776";"-2,149";"32,731";"32,242"
"13,776";"-1,075";"32,731";"32,242"
"13,483";"-1,661";"32,731";"31,754"
"13,630";"-3,224";"33,219";"32,242"
"13,776";"-2,052";"32,731";"32,242"
"14,216";"-1,270";"32,731";"31,754"
"14,069";"-1,856";"32,731";"32,242"
"13,923";"-2,247";"32,731";"32,242"
"14,069";"-2,345";"32,731";"31,754"
"14,069";"-1,856";"32,731";"32,242"
"14,216";"-1,172";"32,731";"34,196"
"14,216";"-2,247";"32,731";"32,242"
"14,362";"-2,345";"32,731";"32,242"
"14,802";"-2,345";"32,242";"31,265"
"14,802";"-2,931";"32,731";"31,754"
"14,656";"-3,127";"32,731";"32,242"
"14,802";"-3,517";"32,731";"31,754"
"14,949";"-3,810";"32,242";"31,754"
"14,949";"-3,322";"32,731";"32,242"
"15,242";"-3,908";"32,731";"31,265"
"15,242";"-4,104";"31,754";"32,242"
"15,535";"-4,397";"32,731";"32,242"
"15,535";"-4,006";"32,242";"31,754"
"15,681";"-4,397";"32,731";"31,754"
"15,681";"-4,787";"32,731";"32,242"
"15,975";"-5,178";"32,731";"31,754"
"15,975";"-5,374";"33,219";"31,754"
"15,828";"-5,471";"32,731";"32,242"
"16,268";"-5,667";"32,242";"31,754"
"16,561";"-5,276";"32,731";"31,754"
"16,414";"-5,667";"32,731";"32,242"
"16,414";"-6,644";"32,731";"31,754"
"16,561";"-6,253";"32,731";"32,242"
"16,707";"-5,471";"32,731";"32,242"
"16,854";"-4,397";"32,731";"31,754"
"17,000";"-4,983";"32,731";"31,754"
"17,294";"-4,494";"32,731";"32,242"
"17,587";"-1,856";"32,731";"32,242"
"17,294";"-2,345";"32,731";"31,265"
"17,000";"-3,810";"32,731";"32,242"
"17,147";"-1,563";"32,242";"31,754"
"17,440";"2,443";"32,731";"32,731"
"17,587";"4,690";"32,731";"32,242"
"17,587";"5,765";"32,731";"32,242"
"17,294";"8,891";"33,219";"32,731"
"16,854";"8,598";"32,731";"32,242"
"16,414";"7,816";"32,731";"31,754"
"16,121";"9,673";"32,731";"31,754"
"15,975";"7,230";"34,196";"32,242"
"15,535";"7,719";"32,731";"32,242"
"15,095";"8,207";"32,731";"32,242"
"14,949";"4,494";"35,662";"31,754"
"14,509";"4,592";"32,731";"32,242"
"14,069";"4,006";"33,219";"32,242"
"14,069";"3,322";"31,754";"32,242"
"13,923";"3,322";"32,731";"32,242"
"13,630";"1,856";"33,219";"32,242"
"13,337";"-0,098";"32,731";"32,242"
"13,190";"-7,719";"32,731";"32,242"
"13,043";"-5,178";"32,731";"32,242"
"13,337";"-4,299";"32,242";"32,731"
"13,483";"-6,448";"32,731";"32,242"
"13,630";"-4,592";"32,731";"32,731"
"13,630";"-3,810";"32,242";"32,242"
"13,923";"-0,684";"32,242";"31,754"
"13,923";"-2,638";"32,731";"31,754"
"13,630";"-6,839";"32,731";"31,754"
"13,483";"-10,064";"32,731";"31,754"
"13,630";"-10,747";"32,731";"32,242"
"14,216";"-8,305";"31,754";"32,242"
"14,656";"-3,029";"32,731";"31,754"
"15,388";"-3,127";"32,731";"32,242"
"15,828";"-2,345";"32,242";"32,242"
"15,388";"-2,833";"32,731";"31,754"
"14,802";"-4,006";"32,731";"32,242"
"14,656";"-9,770";"32,242";"32,242"
"14,802";"-11,041";"32,731";"32,242"
"15,242";"-11,627";"32,731";"32,242"
"15,828";"-10,845";"32,242";"32,242"
"16,268";"-10,454";"32,731";"32,242"
"16,268";"-10,845";"32,731";"31,754"
"16,414";"-11,431";"32,242";"32,242"
"16,707";"-11,920";"32,731";"32,242"
"17,000";"-12,115";"32,731";"32,242"
"17,733";"-11,627";"33,708";"32,242"
"17,880";"-11,334";"32,731";"32,242"
"18,026";"-11,529";"33,219";"32,242"
"18,319";"-12,311";"33,708";"32,731"
"18,613";"-12,799";"32,731";"31,754"
"18,759";"-12,115";"32,731";"32,242"
"19,345";"-12,213";"32,731";"32,242"
"19,638";"-13,483";"32,731";"32,242"
"19,785";"-13,190";"32,731";"31,754"
"20,078";"-13,092";"32,731";"32,242"
"20,518";"-13,190";"32,731";"32,242"
"20,811";"-13,092";"32,731";"31,265"
"21,104";"-13,092";"32,731";"32,242"
"21,397";"-13,581";"32,731";"31,754"
"21,837";"-13,679";"32,731";"30,288"
"22,130";"-13,190";"32,731";"32,242"
"22,716";"-14,069";"32,731";"31,754"
"23,009";"-13,776";"32,731";"32,242"
"23,009";"-12,897";"32,731";"32,242"
"23,302";"-13,679";"32,731";"32,242"
"23,596";"-13,581";"33,219";"31,754"
"24,035";"-14,362";"32,731";"32,242"
"24,328";"-14,753";"32,731";"31,754"
"24,621";"-15,633";"32,731";"31,754"
"25,061";"-17,294";"32,731";"32,731"
"25,501";"-16,903";"32,731";"32,242"
"25,794";"-16,023";"33,219";"31,754"
"26,087";"-16,903";"32,731";"32,242"
"26,380";"-16,707";"32,731";"31,754"
"26,820";"-17,098";"32,731";"31,754"
"27,406";"-17,000";"32,731";"32,242"
"27,699";"-16,903";"32,731";"32,242"
"28,139";"-16,805";"33,219";"31,754"
"28,432";"-16,219";"32,731";"32,242"
"28,725";"-16,707";"32,731";"31,754"
"29,165";"-16,317";"33,219";"31,754"
"29,458";"-15,828";"32,731";"32,242"
"29,897";"-15,144";"32,731";"31,754"
"30,191";"-15,535";"33,219";"31,754"
"30,630";"-15,144";"32,731";"32,242"
"30,923";"-14,460";"32,731";"31,754"
"30,923";"-13,385";"33,219";"31,754"
"31,510";"-14,949";"32,731";"32,242"
"31,656";"-15,046";"32,731";"32,242"
"31,949";"-12,408";"31,754";"32,242"
"32,242";"-12,408";"32,731";"32,242"
"32,535";"-12,604";"32,731";"31,265"
"32,829";"-9,184";"32,731";"32,242"
"32,535";"-7,132";"32,731";"32,242"
"32,829";"-7,328";"32,242";"31,754"
"32,829";"-9,868";"32,731";"31,754"
"33,268";"-9,086";"32,731";"32,242"
"33,268";"-5,569";"32,731";"32,242"
"33,122";"-3,713";"32,242";"31,754"
