"Canal15";"Canal14";"Canal2";"Canal1"
"un15";"un14";"uni2";"uni1"
"35,173";"6,351";"32,242";"31,265"
"35,173";"5,569";"32,242";"31,754"
"34,880";"3,029";"32,731";"32,242"
"34,880";"1,954";"35,173";"32,242"
"34,587";"3,713";"32,242";"31,754"
"34,734";"3,908";"32,731";"31,754"
"34,734";"2,540";"32,731";"32,242"
"34,587";"3,224";"32,242";"34,685"
"34,148";"5,471";"32,242";"31,754"
"34,148";"7,132";"32,731";"32,242"
"34,441";"5,960";"32,731";"32,731"
"34,294";"6,155";"32,242";"31,754"
"33,708";"7,523";"32,242";"31,754"
"33,415";"8,696";"32,731";"32,242"
"33,415";"8,696";"32,731";"32,242"
"33,268";"8,891";"32,731";"32,242"
"32,829";"10,845";"33,219";"32,731"
"32,829";"10,943";"33,219";"32,731"
"32,535";"10,064";"33,219";"31,754"
"32,242";"11,334";"32,731";"32,242"
"31,656";"10,845";"32,731";"32,242"
"31,216";"11,724";"32,242";"32,242"
"31,070";"13,972";"32,242";"31,754"
"30,630";"15,730";"32,731";"31,754"
"30,044";"16,903";"32,731";"32,242"
"29,604";"17,782";"32,242";"31,754"
"29,311";"19,052";"32,242";"31,754"
"29,018";"18,466";"32,731";"32,242"
"28,139";"18,857";"32,731";"31,754"
"27,553";"19,638";"32,731";"32,242"
"26,966";"17,587";"33,219";"31,754"
"26,380";"15,437";"32,731";"32,242"
"25,940";"14,167";"32,731";"32,731"
"25,354";"14,460";"32,731";"32,242"
"24,915";"17,489";"33,219";"32,731"
"24,328";"15,828";"33,219";"32,242"
"24,182";"13,776";"32,731";"32,242"
"23,742";"14,362";"32,731";"32,242"
"23,156";"13,190";"33,219";"32,242"
"22,863";"12,799";"35,173";"32,242"
"22,570";"14,069";"32,731";"32,242"
"22,277";"12,506";"33,219";"32,242"
"21,983";"12,213";"32,731";"32,242"
"21,397";"12,799";"32,731";"34,196"
"21,104";"12,018";"32,731";"32,242"
"20,664";"12,213";"33,219";"32,242"
"20,371";"12,604";"32,731";"32,242"
"20,225";"12,408";"32,731";"32,242"
"19,932";"12,311";"30,777";"32,242"
"19,785";"12,311";"32,731";"32,242"
"19,638";"8,793";"31,754";"32,242"
"19,052";"3,713";"32,731";"32,242"
"19,052";"0,782";"32,731";"32,242"
"18,906";"-1,954";"32,731";"32,242"
"19,052";"0,000";"32,242";"31,265"
"19,345";"-2,247";"32,731";"31,754"
"19,638";"-3,420";"33,219";"31,754"
"19,785";"-1,954";"32,731";"32,242"
"20,078";"-1,466";"32,731";"32,242"
"20,225";"-0,879";"32,731";"31,754"
"20,518";"-0,293";"33,219";"32,242"
"20,664";"0,782";"32,242";"32,242"
"20,957";"0,489";"32,731";"32,242"
"21,104";"-0,195";"32,731";"31,754"
"21,104";"-0,391";"32,731";"32,731"
"20,957";"-1,661";"32,731";"33,219"
"20,811";"-3,029";"32,731";"31,754"
"21,397";"-3,127";"32,731";"32,242"
"21,690";"-4,299";"33,219";"32,242"
"21,397";"-6,742";"32,731";"31,754"
"21,983";"-7,816";"32,731";"32,242"
"22,863";"-8,012";"32,731";"32,242"
"22,863";"-7,523";"32,242";"32,242"
"22,863";"-7,621";"32,731";"32,242"
"22,863";"-7,621";"33,219";"31,754"
"22,716";"-7,816";"32,731";"32,242"
"23,156";"-7,426";"32,731";"33,708"
"23,742";"-7,621";"32,242";"31,754"
"24,182";"-6,937";"32,731";"32,731"
"24,182";"-6,644";"32,731";"32,242"
"24,182";"-6,546";"32,731";"31,754"
"24,621";"-5,374";"31,754";"31,754"
"24,915";"-5,569";"32,731";"32,242"
"25,061";"-5,667";"32,731";"32,242"
"25,501";"-6,351";"32,731";"31,754"
"25,940";"-6,058";"32,731";"32,242"
"26,087";"-5,081";"32,731";"32,242"
"26,087";"-4,885";"32,731";"31,754"
"26,380";"-6,253";"32,731";"32,242"
"26,966";"-5,862";"33,219";"32,242"
"27,406";"-4,983";"32,731";"32,242"
"27,259";"-4,299";"32,731";"31,754"
"27,259";"-3,810";"33,219";"31,754"
"27,406";"-4,299";"32,731";"32,242"
"27,846";"-5,374";"32,242";"32,242"
"28,139";"-5,081";"33,219";"31,754"
"28,139";"-4,201";"32,731";"31,754"
"28,285";"-3,420";"32,731";"32,242"
"28,432";"-3,615";"32,731";"31,754"
"28,725";"-3,517";"32,731";"31,754"
"28,725";"-2,833";"33,219";"32,242"
"28,872";"-3,029";"36,639";"32,242"
"29,018";"-3,615";"32,731";"31,754"
"29,311";"-3,517";"32,731";"31,754"
"29,604";"-2,247";"33,219";"32,242"
"29,897";"-0,098";"32,242";"35,173"
"29,751";"0,684";"32,731";"32,242"
"29,751";"0,879";"32,731";"32,242"
"29,751";"-0,293";"32,731";"31,754"
"29,897";"-0,684";"32,731";"31,754"
"29,897";"0,586";"32,731";"31,754"
"30,044";"2,736";"33,219";"32,242"
"30,191";"1,954";"31,754";"32,242"
"30,191";"5,667";"32,242";"31,754"
"30,044";"11,724";"32,731";"32,242"
"29,897";"10,357";"32,731";"32,242"
"29,897";"5,765";"32,731";"32,242"
"29,458";"4,885";"32,731";"31,754"
"29,165";"8,500";"32,731";"32,731"
"29,165";"6,839";"32,731";"32,242"
"29,165";"6,546";"32,731";"31,754"
"29,018";"9,380";"32,242";"31,754"
"28,725";"10,552";"32,731";"32,242"
"28,285";"9,184";"32,731";"32,242"
"27,992";"9,477";"32,731";"32,242"
"27,699";"10,747";"32,242";"31,754"
"27,406";"8,793";"32,731";"32,242"
"27,259";"6,546";"32,242";"32,242"
"27,406";"4,885";"32,731";"31,754"
"27,553";"1,563";"32,731";"31,754"
"26,966";"0,782";"32,731";"31,754"
"26,966";"1,954";"32,242";"34,685"
"27,259";"0,879";"32,731";"31,754"
"26,966";"-2,149";"32,731";"32,731"
"26,527";"-1,954";"32,731";"32,242"
"26,673";"-0,195";"32,242";"31,754"
"26,820";"1,270";"32,242";"31,754"
"26,966";"2,345";"32,731";"32,242"
"26,966";"7,328";"32,731";"32,242"
"27,406";"10,845";"32,731";"31,754"
"26,966";"9,380";"32,731";"31,754"
"27,113";"8,109";"33,219";"32,242"
"26,234";"9,673";"31,754";"32,242"
"25,061";"9,673";"32,731";"31,754"
"24,328";"8,696";"32,731";"30,288"
"24,915";"9,477";"32,731";"32,242"
"25,647";"9,380";"32,731";"31,265"
"25,354";"9,770";"32,731";"31,754"
"24,475";"10,259";"32,731";"31,754"
"24,035";"9,184";"32,731";"32,242"
"23,889";"9,868";"32,731";"31,754"
"23,889";"10,259";"32,731";"31,754"
"23,449";"8,891";"32,731";"32,242"
"23,156";"8,989";"34,196";"32,242"
"22,863";"9,380";"32,242";"31,754"
"22,716";"8,598";"32,731";"32,242"
"22,570";"9,673";"32,731";"32,242"
"22,423";"9,966";"32,731";"32,242"
"22,130";"9,575";"32,731";"32,242"
"21,690";"8,989";"32,731";"31,265"
"21,251";"9,477";"32,731";"32,242"
"20,957";"10,161";"32,731";"32,242"
"20,664";"9,966";"32,731";"31,754"
"20,371";"9,575";"32,731";"32,242"
"20,078";"9,282";"32,731";"32,242"
"19,785";"9,673";"32,731";"31,754"
"19,492";"10,064";"32,731";"31,754"
"19,199";"7,328";"32,731";"32,242"
"18,906";"4,787";"32,731";"32,242"
"18,759";"3,127";"32,731";"31,754"
"18,759";"3,908";"33,219";"32,242"
"18,319";"2,345";"32,731";"32,242"
"18,613";"-0,391";"32,731";"31,754"
"18,613";"-2,247";"32,731";"31,754"
"18,466";"-0,782";"32,731";"31,754"
"18,466";"-1,856";"32,731";"32,242"
"18,613";"-1,954";"32,242";"33,708"
"18,906";"-0,977";"32,242";"31,754"
"18,759";"-1,563";"32,731";"32,242"
"18,759";"-2,052";"32,731";"32,242"
"18,906";"-1,563";"32,731";"31,265"
"19,199";"-1,270";"32,731";"32,242"
"19,345";"-1,270";"33,219";"32,242"
"19,345";"-1,270";"32,731";"32,242"
"19,492";"-0,977";"32,731";"31,754"
"19,638";"0,098";"32,731";"31,754"
"19,785";"1,270";"32,731";"32,242"
"19,785";"3,810";"35,662";"32,242"
"19,785";"9,282";"32,731";"31,754"
"19,638";"5,471";"33,219";"31,265"
"19,492";"3,908";"32,731";"32,731"
"19,052";"8,696";"32,242";"31,754"
"18,759";"8,989";"32,731";"32,242"
"18,906";"8,012";"32,731";"30,288"
"18,759";"11,236";"32,731";"32,242"
"18,466";"11,529";"32,242";"31,265"
"18,173";"12,799";"32,731";"31,754"
"17,733";"12,311";"32,731";"32,242"
"17,440";"10,943";"32,731";"32,242"
"17,000";"11,822";"32,731";"31,754"
"16,561";"10,357";"32,731";"31,754"
"16,268";"9,770";"32,731";"32,242"
"15,975";"9,673";"32,731";"32,242"
"15,535";"9,770";"32,731";"31,754"
"15,388";"8,696";"31,265";"32,242"
"15,095";"6,644";"32,731";"32,242"
"14,802";"3,420";"31,754";"32,242"
"14,656";"4,397";"32,242";"31,754"
"14,656";"5,374";"32,731";"31,754"
"14,509";"6,253";"32,731";"32,242"
"14,362";"6,937";"32,731";"32,242"
"14,069";"6,937";"32,242";"31,754"
"14,069";"6,644";"32,731";"31,265"
"13,776";"7,035";"32,731";"32,242"
"13,483";"6,839";"32,242";"34,685"
"13,337";"3,127";"32,242";"31,754"
"13,190";"2,931";"32,731";"32,242"
"13,190";"5,178";"32,731";"31,754"
"13,190";"6,253";"32,731";"31,265"
"13,043";"5,960";"32,731";"31,754"
"12,897";"5,667";"32,731";"32,242"
"12,897";"3,420";"32,731";"32,242"
"12,604";"0,195";"32,731";"31,754"
"12,604";"-1,759";"32,242";"31,754"
"12,750";"-0,782";"32,731";"32,242"
"12,750";"-1,172";"33,219";"32,242"
"12,897";"-4,299";"32,242";"31,754"
"13,190";"-2,736";"31,754";"32,242"
"13,337";"-1,759";"32,731";"32,731"
"13,337";"-2,149";"32,242";"31,754"
"13,630";"-2,443";"32,731";"31,754"
"13,923";"-1,856";"32,731";"31,754"
"14,069";"-1,661";"32,731";"32,242"
"14,069";"-1,563";"31,754";"32,242"
"14,069";"-4,104";"32,731";"31,754"
"14,509";"-8,989";"33,219";"31,754"
"14,656";"-9,868";"32,731";"32,242"
"14,802";"-9,477";"32,731";"32,242"
"15,242";"-13,288";"32,242";"31,754"
"15,681";"-2,638";"32,731";"30,777"
"16,121";"3,615";"32,731";"32,242"
"16,414";"3,810";"32,242";"30,777"
"16,414";"3,517";"32,731";"31,754"
"16,121";"2,149";"32,731";"32,242"
"15,975";"1,563";"32,731";"32,242"
"15,975";"2,931";"32,731";"31,265"
"15,975";"2,736";"32,731";"31,754"
"15,975";"7,035";"32,731";"31,754"
"15,828";"10,650";"32,731";"32,242"
"15,681";"1,466";"32,731";"32,242"
"15,388";"-8,598";"32,731";"31,754"
"15,388";"-11,334";"32,731";"32,242"
"15,535";"-12,018";"32,731";"32,242"
"15,975";"-8,403";"32,731";"31,754"
"16,561";"-7,035";"32,731";"31,754"
"17,000";"-9,184";"32,731";"32,242"
"17,147";"-10,747";"33,219";"31,754"
"17,587";"-13,190";"32,731";"31,754"
"17,880";"-16,317";"32,731";"31,754"
"18,466";"-16,610";"32,731";"32,242"
"19,052";"-15,633";"32,731";"32,242"
"19,345";"-15,144";"32,242";"31,754"
"19,785";"-16,610";"32,731";"31,754"
"20,518";"-18,661";"32,731";"32,242"
"21,251";"-18,661";"32,731";"32,242"
"21,690";"-17,978";"32,731";"31,754"
"22,277";"-18,466";"32,731";"30,288"
"22,863";"-19,638";"32,731";"32,242"
"23,742";"-20,420";"32,242";"31,754"
"24,621";"-19,345";"32,242";"31,754"
"25,061";"-17,684";"32,731";"32,731"
"25,208";"-18,173";"32,731";"32,242"
"26,087";"-20,322";"32,731";"31,265"
"27,113";"-21,006";"32,731";"31,754"
"27,406";"-20,420";"32,731";"32,242"
"26,966";"-20,518";"32,731";"32,242"
"27,553";"-21,593";"32,731";"31,754"
"29,018";"-22,667";"32,731";"31,754"
"30,191";"-22,179";"32,731";"32,242"
"31,363";"-22,570";"32,731";"32,242"
"31,656";"-10,454";"32,731";"31,754"
"31,803";"1,954";"32,242";"31,754"
"32,242";"-0,391";"32,731";"32,242"
"32,975";"0,684";"32,731";"32,242"
"32,829";"0,586";"32,242";"31,754"
"32,829";"-12,995";"32,731";"31,754"
"33,122";"-18,075";"32,731";"32,242"
"33,268";"-21,690";"32,731";"32,242"
"33,122";"-24,915";"32,731";"31,754"
"34,001";"-15,437";"32,731";"31,754"
"34,880";"-12,115";"32,731";"32,242"
"35,320";"-18,271";"32,731";"32,242"
"35,467";"-15,926";"32,242";"31,754"
"35,760";"-15,046";"31,754";"31,754"
"36,199";"-15,828";"32,731";"31,754"
"37,079";"-17,098";"34,685";"32,242"
"37,518";"-16,414";"32,242";"31,754"
"38,105";"-15,535";"32,731";"31,754"
"38,691";"-16,219";"32,731";"31,754"
"39,130";"-13,874";"32,242";"32,242"
"39,863";"-11,431";"32,731";"31,754"
"40,303";"-10,552";"33,219";"31,754"
"40,743";"-9,282";"32,731";"32,242"
"41,036";"-7,132";"32,731";"31,754"
"41,182";"-5,960";"32,242";"31,754"
"41,622";"-6,937";"32,731";"31,754"
"41,622";"-7,621";"32,731";"32,242"
"42,062";"-5,960";"31,754";"31,754"
"42,062";"0,391";"32,242";"31,754"
"42,355";"2,833";"32,731";"31,754"
"42,501";"1,270";"32,731";"32,731"
"42,355";"1,368";"32,242";"32,242"
"42,208";"1,954";"32,242";"31,754"
"41,915";"2,247";"32,731";"31,754"
"42,062";"2,052";"32,731";"32,242"
"42,062";"1,856";"32,731";"32,242"
"41,915";"2,149";"32,242";"31,754"
"41,768";"0,879";"32,242";"31,265"
"41,622";"2,149";"32,731";"32,242"
"41,329";"2,736";"32,242";"31,754"
"41,475";"2,345";"32,242";"31,754"
"41,622";"1,270";"32,731";"31,754"
"41,622";"1,270";"32,731";"32,242"
"41,475";"2,833";"32,242";"31,754"
"41,182";"2,443";"32,242";"31,754"
"41,036";"1,172";"32,731";"31,754"
"40,889";"1,466";"32,731";"31,754"
"40,743";"1,954";"32,242";"31,754"
"40,743";"2,638";"32,731";"31,754"
"40,889";"2,247";"32,731";"31,754"
"40,889";"1,172";"32,731";"32,242"
"40,596";"1,563";"32,242";"32,242"
"40,303";"1,954";"32,731";"31,754"
"40,303";"2,443";"32,731";"31,754"
"40,010";"7,230";"32,731";"32,242"
"39,717";"13,581";"32,242";"31,754"
"39,570";"19,736";"32,242";"31,754"
"39,424";"25,305";"32,731";"31,754"
"38,837";"30,191";"32,731";"32,242"
"38,105";"34,783";"32,731";"32,242"
"37,079";"35,467";"32,731";"31,754"
"36,053";"35,955";"32,731";"31,754"
"34,880";"36,053";"32,731";"32,242"
"33,415";"37,811";"32,242";"31,754"
"32,242";"37,225";"32,731";"32,242"
"31,216";"37,030";"32,731";"32,242"
"30,337";"36,346";"32,731";"32,731"
"28,872";"37,518";"32,731";"32,242"
"27,113";"38,593";"32,731";"32,242"
"25,794";"38,398";"32,731";"32,242"
"24,915";"37,811";"33,219";"32,242"
"23,302";"37,518";"32,731";"32,242"
"21,251";"38,105";"32,731";"32,242"
"19,638";"38,984";"32,731";"32,242"
"18,319";"35,955";"33,219";"32,731"
"17,294";"15,730";"32,242";"32,731"
"16,414";"1,075";"32,731";"32,242"
"15,828";"2,052";"32,731";"32,242"
"15,242";"2,443";"33,219";"32,731"
"15,388";"2,247";"32,242";"32,731"
"15,388";"1,466";"32,731";"32,242"
"15,242";"2,149";"33,219";"31,754"
"14,949";"2,443";"32,731";"32,731"
"14,949";"1,563";"32,242";"32,242"
"14,802";"1,368";"32,731";"32,242"
"14,656";"1,954";"33,219";"32,242"
"14,509";"2,052";"32,731";"32,242"
"14,362";"1,368";"32,242";"32,242"
"14,509";"-2,149";"32,731";"32,242"
"14,509";"-3,420";"32,731";"32,242"
"14,362";"-2,149";"33,219";"32,731"
"14,509";"-3,127";"32,242";"32,242"
"14,509";"-4,983";"32,731";"32,242"
"14,509";"-5,178";"32,731";"32,242"
"14,509";"-5,471";"32,731";"32,731"
"14,509";"-5,471";"32,242";"32,242"
"14,656";"-4,983";"32,731";"31,754"
"15,095";"-5,862";"32,731";"31,754"
"15,095";"-6,058";"32,731";"32,242"
"15,095";"-5,471";"32,242";"32,242"
"15,388";"-5,862";"32,731";"32,242"
"15,535";"-5,765";"32,731";"31,754"
"15,828";"-7,230";"33,219";"32,242"
"15,681";"-7,328";"32,242";"32,731"
"15,828";"-8,012";"32,731";"32,242"
"16,121";"-7,816";"33,219";"32,242"
"16,414";"-7,426";"33,219";"32,731"
"16,707";"-7,328";"32,731";"32,242"
"17,000";"-7,816";"32,731";"32,242"
"17,147";"-7,719";"33,219";"31,754"
"17,147";"-6,448";"32,731";"32,731"
"17,440";"-6,546";"32,731";"32,242"
"17,733";"-6,937";"32,731";"31,754"
"18,026";"-7,523";"32,731";"32,242"
"18,173";"-5,862";"32,731";"32,731"
"18,319";"-4,690";"32,242";"32,242"
"18,613";"-4,690";"32,731";"31,754"
"18,759";"-4,983";"33,219";"31,754"
"19,052";"-4,592";"33,219";"32,242"
"19,052";"-4,397";"32,242";"32,242"
"19,199";"-3,420";"32,731";"32,242"
"19,345";"-3,517";"32,242";"32,242"
"19,345";"-3,908";"32,731";"32,242"
"19,638";"-3,029";"35,173";"32,242"
"19,638";"-1,172";"32,731";"32,242"
"19,932";"0,782";"32,731";"32,242"
"20,078";"2,052";"33,219";"32,242"
"19,932";"7,132";"32,731";"32,242"
"19,932";"5,471";"32,731";"31,754"
"19,785";"2,638";"32,731";"32,242"
"19,638";"7,621";"33,219";"32,731"
"19,345";"9,184";"32,731";"32,731"
"19,199";"5,471";"32,731";"31,754"
"18,759";"6,644";"32,731";"32,242"
"18,466";"8,500";"33,219";"32,242"
"18,466";"8,012";"32,731";"32,242"
"18,319";"8,305";"32,731";"31,754"
"17,880";"8,109";"32,731";"31,754"
"17,587";"7,816";"32,731";"32,731"
"17,440";"8,500";"33,219";"32,242"
"17,147";"7,816";"32,731";"32,242"
"16,854";"4,494";"32,731";"31,754"
"16,561";"2,736";"32,731";"32,242"
"16,414";"1,954";"32,731";"32,242"
"16,268";"2,052";"32,731";"31,754"
"16,414";"1,563";"33,219";"31,754"
"16,121";"-0,879";"32,731";"32,731"
"15,828";"-3,517";"32,731";"32,242"
"15,535";"-3,322";"32,242";"34,685"
"15,975";"-3,127";"32,731";"31,754"
"16,268";"-2,638";"33,219";"31,265"
"15,828";"-0,977";"32,731";"32,242"
"15,242";"0,391";"32,731";"32,242"
"15,388";"1,368";"32,731";"31,754"
"15,975";"3,420";"33,219";"31,754"
"16,268";"8,109";"32,731";"32,731"
"15,975";"6,058";"32,242";"31,754"
"15,681";"8,012";"32,731";"32,242"
"15,388";"9,575";"32,731";"32,242"
"14,949";"8,305";"33,219";"32,731"
"14,509";"8,305";"32,731";"32,731"
"14,509";"8,891";"32,731";"32,242"
"14,656";"8,012";"33,219";"32,242"
"14,216";"8,109";"32,731";"32,731"
"13,776";"8,989";"31,754";"32,242"
"13,630";"8,109";"32,731";"32,242"
"13,337";"7,132";"31,754";"32,242"
"13,043";"6,937";"32,731";"32,242"
"12,750";"6,644";"33,219";"32,242"
"12,604";"5,667";"32,731";"31,754"
"12,311";"5,765";"32,731";"31,754"
"11,871";"5,374";"32,731";"32,242"
"11,871";"5,276";"33,219";"32,242"
"11,724";"4,299";"32,731";"31,754"
"11,138";"5,081";"32,731";"32,242"
"10,405";"4,690";"33,219";"32,242"
"10,552";"4,690";"32,731";"32,242"
"10,845";"5,081";"32,731";"31,754"
"10,259";"4,885";"32,731";"32,242"
"9,966";"4,787";"32,731";"32,731"
"9,819";"4,983";"33,219";"32,731"
"9,819";"5,178";"32,731";"34,685"
"9,526";"5,765";"32,731";"31,754"
"9,233";"5,960";"32,731";"30,288"
"9,086";"6,937";"32,731";"32,242"
"8,940";"8,696";"32,731";"32,731"
"8,647";"11,041";"32,731";"32,242"
"8,061";"14,851";"32,731";"32,242"
"7,621";"14,949";"32,731";"32,242"
"7,181";"15,242";"32,731";"32,242"
"6,595";"12,213";"32,731";"31,754"
"6,009";"2,833";"33,219";"31,754"
"5,569";"1,661";"32,731";"32,242"
"5,276";"2,345";"35,173";"32,242"
"5,129";"2,247";"32,731";"32,242"
"4,690";"-0,391";"32,242";"31,754"
"4,836";"-5,569";"33,219";"32,242"
"4,690";"-7,719";"33,219";"32,242"
"4,690";"-11,627";"32,731";"31,754"
"4,836";"-15,730";"32,731";"31,754"
"5,276";"-17,978";"33,219";"32,242"
"5,716";"-16,219";"32,731";"32,242"
"6,155";"-13,581";"32,731";"31,754"
"6,595";"-14,753";"32,731";"32,242"
"6,888";"-16,414";"32,731";"32,731"
"7,181";"-17,196";"32,731";"32,731"
"7,767";"-19,541";"32,731";"31,754"
"8,500";"-21,104";"32,731";"32,242"
"8,940";"-22,765";"33,219";"31,265"
"9,380";"-23,547";"32,731";"32,731"
"9,966";"-23,449";"32,731";"32,242"
"10,552";"-23,644";"32,731";"32,242"
"11,431";"-23,254";"32,731";"31,754"
"12,164";"-23,937";"32,731";"32,242"
"13,043";"-25,012";"32,731";"32,242"
"13,776";"-25,305";"32,731";"31,754"
"14,362";"-25,012";"33,219";"32,242"
"15,242";"-25,501";"33,219";"32,731"
"16,121";"-25,989";"34,685";"32,242"
"17,000";"-23,840";"32,731";"31,754"
"17,733";"-23,547";"32,731";"32,242"
"18,759";"-24,719";"33,219";"32,731"
"19,638";"-26,185";"32,731";"32,731"
"20,518";"-23,937";"32,731";"31,754"
"21,544";"-23,351";"32,731";"32,242"
"23,742";"-26,575";"33,219";"33,219"
"24,328";"-28,334";"33,219";"32,242"
"24,621";"-24,719";"32,731";"34,685"
"25,208";"-23,840";"32,731";"32,242"
"26,087";"-26,771";"33,219";"32,242"
"26,527";"-27,162";"33,219";"32,731"
"26,820";"-23,937";"32,731";"32,731"
"27,113";"-26,185";"32,731";"32,242"
"28,872";"-28,236";"33,219";"32,242"
"30,923";"-24,328";"33,219";"32,242"
"30,484";"-4,397";"33,219";"32,731"
"28,285";"3,810";"32,731";"32,242"
"27,846";"0,195";"32,731";"32,242"
"30,044";"0,293";"33,219";"32,242"
"31,803";"-9,673";"33,219";"32,731"
"31,656";"-22,570";"32,731";"31,754"
"31,363";"-25,794";"32,731";"32,242"
"30,777";"-21,006";"33,219";"33,219"
"31,656";"-9,673";"33,219";"32,731"
"34,294";"-16,610";"33,219";"32,242"
"36,346";"-16,610";"33,219";"32,731"
"36,346";"-13,288";"33,219";"32,242"
"35,760";"-14,949";"33,219";"32,731"
"36,786";"-15,535";"34,685";"32,731"
"37,811";"-16,317";"32,731";"32,242"
"38,251";"-16,317";"32,731";"32,242"
"38,398";"-15,242";"33,219";"32,731"
"38,837";"-15,535";"33,219";"32,731"
"39,717";"-17,294";"32,731";"32,242"
"40,303";"-16,512";"32,731";"32,242"
"40,743";"-16,219";"32,731";"33,219"
"41,036";"-15,535";"32,731";"32,731"
"41,622";"-15,535";"32,731";"33,708"
"42,501";"-16,903";"32,731";"32,242"
"43,234";"-16,610";"33,219";"32,242"
"43,527";"-16,610";"33,219";"32,731"
"43,967";"-16,903";"32,242";"32,242"
"44,993";"-16,512";"32,731";"32,242"
"45,579";"-16,707";"32,731";"32,242"
"45,872";"-16,414";"33,708";"32,242"
"46,165";"-14,460";"33,219";"32,731"
"46,165";"-17,196";"32,731";"32,242"
"47,484";"-17,391";"32,731";"32,242"
"48,217";"-15,730";"32,731";"32,731"
"48,803";"-15,340";"33,219";"32,242"
"49,389";"-15,144";"32,731";"34,685"
"49,829";"-15,046";"33,219";"32,242"
"50,269";"-17,489";"33,219";"32,242"
"50,562";"-16,121";"32,731";"32,242"
"51,001";"-14,753";"32,242";"32,242"
"52,027";"-15,633";"33,219";"32,242"
"52,467";"-15,730";"32,731";"32,242"
"52,320";"-16,805";"33,219";"32,731"
"52,907";"-15,144";"32,731";"32,731"
"54,226";"-14,949";"32,731";"31,754"
"55,105";"-15,633";"32,731";"32,242"
"55,838";"-16,023";"33,219";"32,731"
"56,277";"-15,828";"32,731";"32,242"
"56,571";"-13,581";"32,731";"32,731"
"56,864";"-10,454";"32,731";"32,242"
"57,450";"-12,115";"33,708";"32,242"
"57,890";"-12,799";"33,219";"33,219"
"58,183";"-12,702";"34,196";"32,731"
"58,915";"-12,702";"32,731";"32,242"
"59,502";"-10,747";"32,731";"32,242"
"59,941";"-0,879";"33,219";"32,731"
"60,528";"2,736";"33,219";"32,731"
"60,381";"2,638";"32,731";"35,173"
"60,234";"2,736";"33,219";"32,242"
"59,941";"2,443";"32,731";"32,731"
"60,088";"2,736";"33,219";"32,731"
"60,234";"3,322";"32,242";"32,242"
"59,941";"5,178";"33,219";"32,242"
"59,941";"2,345";"32,731";"31,754"
"60,234";"0,977";"33,219";"32,731"
"60,234";"2,736";"33,219";"32,731"
"59,941";"4,006";"33,219";"32,731"
"58,769";"3,322";"32,731";"32,242"
"58,622";"2,345";"33,219";"32,242"
"59,502";"2,149";"33,219";"32,731"
"59,941";"2,736";"32,731";"32,731"
"59,941";"3,420";"32,731";"32,242"
"59,648";"2,833";"32,731";"32,242"
"59,062";"3,713";"33,219";"32,731"
"59,209";"2,638";"32,731";"32,731"
"59,502";"1,856";"32,731";"32,242"
"59,355";"2,638";"32,731";"32,242"
"58,915";"8,207";"33,219";"31,754"
"58,476";"16,023";"33,219";"32,731"
"58,329";"21,104";"33,219";"32,731"
"58,476";"24,915";"32,731";"32,242"
"57,743";"29,800";"33,219";"32,242"
"56,717";"34,880";"32,731";"32,242"
"56,131";"37,128";"33,219";"32,242"
"55,252";"37,616";"33,219";"32,242"
"53,786";"37,714";"32,731";"32,731"
"52,027";"39,863";"33,219";"32,242"
"50,708";"40,547";"32,731";"32,731"
"49,976";"39,766";"31,754";"32,242"
"48,803";"39,863";"32,731";"32,242"
"46,898";"41,133";"32,731";"31,754"
"45,432";"41,329";"33,219";"32,731"
"44,113";"41,329";"32,731";"32,731"
"43,087";"41,817";"32,731";"32,731"
"41,768";"41,329";"32,731";"32,242"
"40,303";"42,404";"33,219";"31,265"
"38,544";"42,794";"32,731";"32,731"
"37,518";"42,306";"32,731";"32,731"
"36,053";"41,720";"33,219";"32,242"
"34,441";"43,087";"32,731";"32,242"
"32,682";"43,771";"33,219";"32,731"
"31,363";"43,771";"33,219";"32,731"
"30,044";"42,501";"32,731";"31,265"
"28,578";"43,185";"32,731";"32,242"
"26,966";"43,967";"33,219";"31,754"
"25,354";"43,576";"33,219";"32,731"
"23,742";"44,358";"32,731";"32,731"
"22,423";"44,748";"32,731";"32,242"
"21,104";"44,651";"33,219";"32,242"
"19,492";"44,846";"33,219";"32,731"
"17,733";"45,432";"32,731";"32,242"
"16,121";"45,628";"32,731";"31,754"
"14,509";"45,628";"32,731";"32,242"
"13,190";"32,535";"33,219";"32,242"
"11,724";"1,661";"33,219";"32,731"
"10,405";"0,489";"32,731";"32,242"
"9,966";"3,810";"32,731";"31,754"
"9,966";"2,443";"33,219";"32,731"
"9,966";"0,977";"33,219";"32,731"
"9,819";"0,782";"33,219";"32,731"
"9,673";"1,954";"32,731";"31,754"
"9,526";"2,540";"32,731";"32,242"
"9,380";"1,954";"33,219";"31,265"
"9,086";"1,856";"32,731";"32,731"
"9,233";"1,563";"32,242";"32,242"
"9,233";"1,856";"32,731";"32,242"
"9,233";"2,149";"31,754";"31,754"
"9,086";"1,856";"33,219";"32,731"
"8,940";"1,661";"32,731";"32,731"
"9,086";"2,149";"33,219";"32,242"
"9,086";"2,833";"32,731";"32,242"
"8,793";"2,833";"33,219";"32,242"
"8,793";"2,638";"33,219";"32,242"
"8,793";"2,638";"32,242";"32,731"
"8,647";"2,833";"32,731";"32,242"
"8,647";"2,931";"32,731";"32,242"
