"Forca Peda";"Velocidade";"Decel";"Curso Peda";"Press Tras";"Press Dian";"Ambient";"LD Sec";"LD Prim";"LE Sec";"";"LE Prim";"LD Pastilh";"LE Pastilh";"LD Disco";"LE Disco"
"daN";"km/h";"a%";"mm";"bar";"bar";"U_C";"C";"C";"C";"C";"C";"C";"C";"C";"C"
"-1,954";"-0,147";"-0,684";"-11,480";"-0,098";"-0,098";"31,754";"32,731";"32,731";"31,265";"";"30,288";"31,754";"23,937";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"-11,480";"-0,195";"-0,098";"31,754";"33,219";"32,731";"31,265";"";"30,288";"32,242";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,586";"-11,480";"-0,195";"-0,098";"31,803";"32,731";"32,731";"31,265";"";"30,777";"32,242";"23,937";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"-11,480";"-0,195";"0,000";"31,803";"32,731";"32,731";"30,777";"";"30,777";"32,242";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,782";"-11,480";"-0,195";"-0,098";"31,803";"33,219";"33,219";"31,265";"";"30,777";"32,731";"23,937";"32,731";"32,242"
"-1,954";"-0,293";"-0,684";"-11,236";"-0,195";"-0,098";"31,803";"33,219";"32,242";"31,265";"";"30,288";"32,242";"23,937";"33,219";"32,731"
"-1,954";"-0,147";"-0,684";"-11,480";"-0,195";"-0,098";"31,803";"33,219";"32,731";"30,777";"";"30,288";"32,242";"23,937";"32,731";"31,754"
"-1,954";"0,000";"-0,684";"-11,480";"-0,195";"0,000";"31,851";"33,219";"32,731";"31,265";"";"30,777";"32,242";"23,937";"33,219";"31,754"
"-1,954";"-0,147";"-0,782";"-11,480";"-0,195";"0,000";"31,851";"33,219";"32,731";"30,777";"";"30,288";"32,242";"23,449";"32,242";"32,242"
"-1,954";"-0,147";"-0,684";"-11,480";"-0,195";"0,000";"31,851";"33,708";"32,731";"30,777";"";"30,777";"32,242";"23,937";"33,219";"32,242"
"-1,954";"-0,147";"-0,586";"-11,480";"-0,098";"-0,098";"31,851";"33,219";"32,731";"31,265";"";"30,288";"32,242";"23,937";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"-11,480";"-0,195";"0,000";"31,851";"33,219";"32,731";"30,777";"";"30,777";"32,242";"23,449";"32,731";"31,754"
"-1,954";"0,000";"-0,782";"-11,480";"-0,195";"0,000";"31,851";"33,219";"32,731";"29,800";"";"30,777";"32,731";"23,937";"33,219";"31,265"
"-1,954";"0,293";"-0,684";"-11,480";"-0,195";"-0,098";"31,900";"32,731";"33,219";"31,754";"";"30,288";"32,242";"23,449";"33,219";"32,242"
"-1,954";"0,440";"-0,684";"-11,480";"-0,195";"-0,098";"31,900";"33,219";"32,731";"31,265";"";"30,777";"32,242";"23,449";"32,731";"32,242"
"-1,954";"0,147";"-0,489";"-11,480";"-0,195";"0,000";"31,900";"33,708";"32,731";"31,265";"";"30,288";"32,731";"23,937";"33,219";"32,242"
"-1,954";"-0,147";"-0,782";"-11,480";"-0,195";"0,000";"31,900";"32,731";"32,242";"31,265";"";"30,777";"32,242";"23,449";"32,731";"31,754"
"-1,954";"-0,147";"-0,782";"-11,480";"-0,195";"-0,098";"31,900";"32,242";"32,731";"30,777";"";"30,777";"32,731";"23,937";"32,731";"31,754"
"-1,954";"0,000";"-0,684";"-11,480";"-0,195";"0,000";"31,949";"33,219";"33,219";"31,265";"";"30,777";"32,242";"23,449";"33,219";"32,242"
"-1,954";"0,000";"-0,586";"-11,480";"-0,195";"-0,098";"31,949";"33,219";"32,731";"30,777";"";"30,777";"32,242";"23,449";"32,731";"32,242"
"-1,954";"0,000";"-0,684";"-11,480";"-0,195";"-0,098";"31,949";"33,219";"32,731";"31,265";"";"30,288";"32,731";"23,449";"32,731";"32,731"
"-1,954";"0,000";"-0,782";"-11,480";"-0,195";"-0,098";"31,949";"33,219";"33,219";"31,265";"";"30,288";"32,242";"23,449";"32,731";"31,754"
"-1,954";"0,000";"-0,684";"-11,480";"-0,195";"-0,098";"31,949";"33,219";"32,731";"30,777";"";"30,777";"32,731";"23,937";"33,219";"31,754"
"-1,954";"-0,147";"-0,684";"-11,236";"-0,195";"-0,098";"31,998";"33,219";"32,731";"30,777";"";"30,288";"32,242";"23,449";"32,731";"32,731"
"-1,954";"-0,147";"-0,684";"-11,236";"-0,195";"-0,098";"31,998";"33,219";"32,731";"31,265";"";"30,777";"32,242";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"-11,236";"-0,195";"0,000";"31,998";"32,731";"32,731";"30,777";"";"30,288";"32,242";"23,937";"32,731";"32,731"
"-1,954";"-0,147";"-0,684";"-11,236";"-0,195";"0,000";"31,998";"33,219";"33,219";"30,288";"";"30,288";"32,242";"23,449";"32,731";"34,196"
"-1,954";"-0,147";"-0,586";"-10,503";"-0,195";"-0,098";"32,047";"32,731";"32,731";"31,754";"";"30,777";"32,731";"23,937";"31,754";"32,242"
"-1,954";"-0,147";"-0,684";"-10,259";"-0,195";"0,000";"32,047";"32,731";"33,219";"30,777";"";"30,777";"32,242";"23,937";"32,731";"32,242"
"-1,954";"0,000";"-0,684";"-10,259";"-0,195";"-0,098";"32,047";"33,708";"32,731";"31,265";"";"30,777";"32,242";"23,449";"32,731";"32,242"
"-0,977";"-0,147";"-0,684";"-10,259";"-0,195";"-0,098";"32,047";"33,219";"32,242";"31,754";"";"30,777";"32,731";"23,937";"33,219";"32,731"
"-1,954";"-0,147";"-0,586";"0,489";"-0,195";"0,000";"32,047";"32,242";"32,731";"30,777";"";"30,288";"32,242";"23,937";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"9,038";"-0,195";"-0,098";"32,047";"33,219";"33,219";"31,265";"";"30,777";"32,731";"23,937";"32,731";"32,731"
"-1,954";"-0,147";"-0,684";"8,549";"-0,195";"-0,098";"32,096";"33,219";"32,242";"31,265";"";"30,288";"32,242";"23,937";"33,219";"32,242"
"-1,954";"0,000";"-0,684";"8,793";"-0,195";"0,000";"32,096";"33,708";"32,731";"30,777";"";"31,754";"32,242";"23,937";"32,731";"31,754"
"-1,954";"0,000";"-0,586";"9,526";"-0,195";"0,000";"32,096";"33,219";"33,219";"31,265";"";"30,777";"32,731";"23,937";"33,219";"31,265"
"-1,954";"-0,147";"-0,684";"9,526";"-0,195";"-0,098";"32,096";"32,731";"32,731";"30,777";"";"30,288";"32,242";"23,449";"34,685";"32,242"
"-1,954";"0,000";"-0,684";"9,770";"-0,195";"0,000";"32,096";"33,708";"33,219";"30,288";"";"30,777";"32,731";"22,960";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"9,282";"-0,195";"-0,098";"32,145";"33,219";"33,219";"31,754";"";"30,288";"32,731";"23,449";"32,731";"32,731"
"-1,954";"-0,147";"-0,684";"9,282";"-0,195";"0,000";"32,145";"32,731";"32,731";"30,777";"";"30,288";"32,242";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"10,015";"-0,195";"-0,098";"32,145";"33,219";"33,219";"30,777";"";"30,777";"32,731";"23,937";"33,219";"32,242"
"-1,954";"-0,147";"-0,684";"10,503";"-0,195";"-0,098";"32,193";"33,219";"32,731";"31,265";"";"30,288";"32,242";"23,937";"32,731";"32,242"
"-1,954";"0,000";"-0,684";"10,992";"-0,195";"-0,098";"32,193";"32,731";"32,731";"31,265";"";"30,777";"32,242";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"9,526";"-0,195";"-0,098";"32,193";"33,708";"33,219";"31,265";"";"30,288";"32,731";"23,937";"33,219";"32,731"
"-0,977";"-0,147";"-0,684";"5,862";"-0,195";"0,000";"32,193";"32,731";"32,731";"31,265";"";"30,288";"32,242";"23,449";"33,219";"31,754"
"-1,954";"-0,147";"-0,684";"3,420";"-0,195";"-0,098";"32,193";"32,731";"32,731";"30,777";"";"30,777";"32,731";"23,937";"33,219";"32,242"
"-1,954";"0,000";"-0,684";"2,443";"-0,195";"0,000";"32,193";"33,219";"33,219";"31,265";"";"30,288";"32,242";"23,449";"32,731";"32,731"
"-1,954";"0,000";"-0,684";"2,198";"-0,195";"-0,098";"32,193";"33,219";"32,242";"31,265";"";"30,777";"32,731";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"2,687";"-0,195";"0,000";"32,242";"33,219";"32,731";"30,777";"";"30,288";"32,731";"23,937";"33,219";"32,242"
"-1,954";"0,000";"-0,684";"2,443";"-0,195";"-0,098";"32,242";"33,219";"33,219";"31,265";"";"30,288";"32,242";"23,937";"32,731";"33,219"
"-1,954";"-0,147";"-0,684";"2,687";"-0,195";"0,000";"32,242";"33,219";"33,219";"30,777";"";"30,777";"32,731";"23,937";"31,754";"32,731"
"-1,954";"0,000";"-0,684";"2,931";"-0,195";"0,000";"32,242";"33,708";"32,731";"30,777";"";"30,288";"32,242";"25,892";"33,219";"32,242"
"-1,954";"0,000";"-0,684";"2,931";"-0,195";"-0,098";"32,242";"33,219";"33,219";"31,265";"";"31,265";"31,265";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"2,443";"-0,195";"-0,098";"32,291";"32,731";"32,731";"30,777";"";"30,777";"32,731";"23,937";"33,219";"32,731"
"-1,954";"-0,147";"-0,684";"2,443";"-0,195";"-0,098";"32,291";"33,708";"32,731";"30,777";"";"30,288";"32,242";"23,449";"32,242";"32,731"
"-1,954";"0,000";"-0,586";"2,443";"-0,195";"-0,098";"32,291";"32,731";"33,219";"31,265";"";"30,777";"32,731";"23,937";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"2,443";"-0,195";"-0,098";"32,340";"32,731";"32,242";"30,777";"";"30,777";"32,242";"23,937";"33,219";"32,242"
"-0,977";"0,000";"-0,684";"2,443";"-0,195";"-0,098";"32,340";"33,708";"32,731";"31,265";"";"30,777";"32,242";"23,449";"33,219";"32,242"
"-0,977";"-0,147";"-0,684";"2,687";"-0,195";"0,000";"32,340";"33,219";"33,708";"31,265";"";"30,777";"32,731";"23,937";"33,219";"31,754"
"-1,954";"0,000";"-0,586";"2,687";"-0,195";"-0,098";"32,340";"33,219";"32,731";"30,777";"";"30,777";"32,242";"23,937";"34,685";"32,242"
"-1,954";"0,000";"-0,684";"2,687";"-0,195";"-0,098";"32,340";"33,219";"33,219";"31,265";"";"30,777";"32,242";"22,472";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"2,931";"-0,098";"-0,098";"32,340";"32,731";"32,242";"31,265";"";"30,288";"32,242";"23,937";"33,219";"32,242"
"-1,954";"0,000";"-0,684";"3,175";"-0,195";"-0,098";"32,389";"33,219";"32,731";"30,777";"";"30,288";"32,242";"23,449";"32,731";"31,754"
"-1,954";"0,000";"-0,586";"3,664";"-0,195";"-0,098";"32,389";"33,219";"33,219";"31,265";"";"30,777";"32,731";"23,937";"32,731";"32,242"
"-0,977";"-0,147";"-0,684";"3,908";"-0,098";"-0,098";"32,389";"33,219";"32,731";"31,265";"";"30,288";"32,242";"23,937";"33,219";"32,731"
"-1,954";"0,000";"-0,684";"3,908";"-0,195";"-0,098";"32,389";"33,708";"32,731";"30,777";"";"30,777";"33,219";"23,449";"32,731";"31,754"
"-1,954";"-0,147";"-0,586";"3,420";"-0,195";"-0,098";"32,438";"33,219";"32,731";"31,265";"";"30,288";"32,242";"23,937";"33,219";"32,731"
"-1,954";"-0,147";"-0,684";"3,420";"-0,195";"-0,098";"32,438";"32,731";"32,242";"30,777";"";"30,288";"32,242";"23,449";"32,731";"32,242"
"-1,954";"0,000";"-0,684";"3,175";"-0,098";"-0,098";"32,438";"33,708";"32,731";"31,265";"";"31,265";"32,731";"23,937";"32,731";"31,754"
"-1,954";"0,000";"-0,684";"3,420";"-0,195";"-0,098";"32,438";"34,196";"33,219";"31,265";"";"30,288";"31,754";"23,937";"33,219";"32,242"
"-1,954";"-0,293";"-0,684";"3,420";"-0,195";"-0,098";"32,438";"32,731";"32,731";"30,777";"";"30,777";"32,242";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"3,175";"-0,195";"-0,098";"32,487";"33,219";"33,219";"31,265";"";"30,777";"32,731";"23,937";"32,731";"32,731"
"-0,977";"0,000";"-0,684";"3,420";"-0,195";"-0,098";"32,487";"32,731";"33,219";"31,754";"";"30,288";"32,242";"23,449";"36,150";"32,731"
"-1,954";"-0,147";"-0,684";"2,687";"-0,195";"-0,098";"32,487";"32,731";"32,731";"30,777";"";"30,777";"32,731";"22,960";"32,731";"31,754"
"-1,954";"0,000";"-0,684";"1,710";"-0,195";"-0,098";"32,487";"33,219";"33,219";"31,265";"";"30,288";"32,731";"23,937";"33,219";"32,731"
"-1,954";"-0,147";"-0,684";"0,244";"-0,195";"-0,098";"32,487";"32,731";"33,708";"31,754";"";"30,288";"32,242";"23,449";"32,731";"32,242"
"-0,977";"0,000";"-0,684";"0,244";"-0,195";"-0,098";"32,487";"33,219";"33,219";"31,265";"";"30,777";"32,242";"23,937";"33,219";"32,731"
"-1,954";"-0,293";"-0,684";"-1,710";"-0,195";"0,000";"32,535";"33,219";"33,219";"31,754";"";"30,288";"32,242";"26,869";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"-0,733";"-0,195";"-0,098";"32,535";"33,219";"32,242";"31,265";"";"30,777";"31,265";"23,449";"32,731";"32,242"
"-0,977";"-0,147";"-0,586";"-0,489";"-0,195";"-0,098";"32,535";"32,731";"32,731";"31,265";"";"30,777";"32,242";"23,937";"33,219";"32,242"
"-1,954";"-0,147";"-0,684";"-0,244";"-0,195";"0,000";"32,535";"33,219";"32,731";"31,265";"";"30,777";"32,242";"23,937";"32,731";"32,731"
"-1,954";"0,000";"-0,684";"-0,977";"-0,195";"-0,098";"32,584";"33,219";"32,731";"31,265";"";"30,777";"32,731";"23,937";"32,731";"32,731"
"-1,954";"0,000";"-0,586";"-0,244";"-0,195";"-0,098";"32,584";"33,219";"32,242";"30,777";"";"30,288";"33,219";"23,449";"32,731";"32,731"
"-1,954";"-0,147";"-0,684";"-1,221";"-0,195";"-0,098";"32,584";"33,219";"32,731";"31,265";"";"29,311";"32,242";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"-0,977";"-0,195";"-0,098";"32,584";"33,219";"32,242";"31,754";"";"30,777";"32,731";"23,937";"33,219";"32,242"
"-1,954";"-0,147";"-0,684";"-1,466";"-0,195";"-0,098";"32,584";"33,219";"32,731";"30,777";"";"30,777";"32,242";"23,449";"33,219";"32,242"
"-1,954";"-0,147";"-0,586";"-1,954";"-0,195";"0,000";"32,633";"33,219";"32,731";"31,265";"";"30,777";"33,219";"23,449";"32,731";"32,242"
"-0,977";"-0,293";"-0,684";"-1,466";"-0,195";"-0,098";"32,633";"33,219";"32,731";"30,777";"";"30,288";"32,242";"23,937";"33,219";"32,731"
"-1,954";"0,000";"-0,684";"-1,221";"-0,195";"-0,098";"32,633";"33,219";"32,242";"30,777";"";"30,777";"32,242";"23,449";"32,731";"32,242"
"-1,954";"0,000";"-0,684";"-1,710";"-0,195";"-0,098";"32,633";"33,219";"32,731";"31,265";"";"30,777";"32,731";"23,937";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"-1,710";"-0,098";"-0,098";"32,633";"32,731";"32,731";"30,777";"";"30,777";"32,242";"23,937";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"-1,710";"-0,195";"-0,098";"32,633";"33,219";"33,219";"30,777";"";"30,777";"32,242";"23,937";"32,731";"32,242"
"-1,954";"0,000";"-0,684";"-1,710";"-0,195";"0,000";"32,633";"34,196";"32,731";"31,265";"";"30,777";"32,731";"23,937";"33,219";"31,754"
"-1,954";"0,000";"-0,684";"-1,954";"-0,195";"-0,098";"32,633";"32,731";"32,731";"30,777";"";"30,288";"32,242";"23,449";"35,173";"32,242"
"-1,954";"-0,147";"-0,684";"-1,954";"-0,195";"-0,098";"32,633";"33,219";"33,219";"30,777";"";"30,777";"32,731";"22,472";"32,731";"31,754"
"-1,954";"0,000";"-0,391";"-1,954";"-0,195";"-0,098";"32,682";"32,731";"32,731";"31,265";"";"30,288";"32,242";"23,937";"32,731";"32,242"
"-1,954";"-0,293";"-0,684";"-1,954";"-0,195";"0,000";"32,682";"33,219";"32,731";"31,265";"";"30,288";"32,242";"23,449";"32,731";"32,242"
"-1,954";"0,000";"-0,977";"-1,954";"-0,195";"-0,098";"32,682";"33,219";"32,731";"30,288";"";"30,777";"32,731";"23,449";"32,731";"31,754"
"-1,954";"-0,293";"-0,977";"43,967";"4,006";"14,069";"32,731";"32,731";"32,731";"31,265";"";"30,288";"31,754";"26,869";"32,731";"32,731"
"-0,977";"0,000";"-0,489";"63,996";"29,702";"29,409";"32,731";"33,219";"32,731";"30,777";"";"30,777";"32,242";"23,449";"32,731";"32,242"
"-1,954";"-0,293";"-0,782";"45,188";"9,868";"14,558";"32,682";"33,708";"32,731";"31,265";"";"30,777";"32,242";"23,937";"33,219";"32,731"
"-1,954";"0,000";"-0,782";"-0,733";"1,075";"0,293";"32,731";"32,731";"33,219";"31,265";"";"30,288";"32,242";"23,449";"32,731";"32,242"
"-1,954";"0,000";"-0,489";"-1,221";"0,000";"0,000";"32,731";"33,219";"32,731";"30,777";"";"30,777";"32,242";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,782";"-1,221";"-0,195";"0,000";"32,780";"33,708";"33,219";"31,265";"";"30,288";"35,662";"23,937";"33,219";"32,242"
"-1,954";"-0,147";"-0,782";"-0,977";"-0,098";"0,000";"32,780";"32,731";"32,731";"31,265";"";"29,800";"32,242";"23,449";"32,731";"31,754"
"-0,977";"-0,147";"-0,782";"-0,977";"-0,195";"-0,098";"32,780";"32,731";"32,731";"30,777";"";"30,777";"32,731";"23,937";"33,219";"31,754"
"-1,954";"-0,147";"-0,489";"-0,977";"-0,195";"-0,098";"32,780";"33,708";"33,219";"31,265";"";"30,288";"31,754";"23,449";"32,731";"32,731"
"-1,954";"-0,293";"-0,684";"-0,977";"-0,195";"0,000";"32,829";"33,219";"32,731";"31,265";"";"30,777";"31,265";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"25,159";"3,322";"4,397";"32,829";"33,219";"32,731";"30,777";"";"29,800";"32,242";"23,937";"33,219";"32,242"
"-1,954";"0,000";"-0,782";"56,668";"13,190";"23,254";"32,829";"32,731";"32,731";"31,265";"";"30,288";"32,242";"23,449";"32,242";"32,731"
"-1,954";"-0,147";"-0,684";"69,858";"37,030";"36,541";"32,829";"33,219";"32,731";"31,265";"";"30,777";"32,242";"24,426";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"79,629";"46,605";"46,019";"32,829";"33,219";"32,731";"30,777";"";"30,777";"32,242";"23,937";"32,731";"32,242"
"-1,954";"-0,147";"-0,782";"84,270";"52,956";"52,565";"32,877";"33,219";"32,731";"31,265";"";"29,800";"32,242";"23,937";"32,731";"31,754"
"-1,954";"-0,147";"-0,782";"88,911";"59,599";"59,404";"32,877";"33,219";"32,731";"30,777";"";"30,777";"32,242";"23,449";"33,219";"31,754"
"-1,954";"0,000";"-0,586";"92,086";"64,387";"64,094";"32,877";"33,708";"32,731";"30,777";"";"30,288";"32,242";"23,449";"32,731";"32,242"
"-1,954";"0,000";"-0,782";"93,796";"66,830";"66,634";"32,926";"32,731";"32,731";"31,265";"";"30,777";"32,242";"23,449";"32,731";"31,754"
"-1,954";"-0,147";"-0,782";"91,842";"61,651";"61,651";"32,926";"32,731";"32,731";"30,777";"";"30,288";"32,242";"23,937";"32,731";"32,242"
"-1,954";"0,000";"-0,782";"81,583";"50,611";"50,611";"32,926";"33,219";"33,219";"30,777";"";"30,288";"32,242";"23,449";"32,731";"35,173"
"-1,954";"-0,147";"-0,684";"72,545";"44,162";"44,162";"32,926";"33,219";"33,219";"31,754";"";"30,777";"32,242";"23,937";"31,754";"32,242"
"-1,954";"-0,293";"-0,586";"33,464";"3,322";"7,132";"32,926";"32,731";"32,731";"31,265";"";"30,288";"32,242";"23,449";"32,731";"32,731"
"-1,954";"-0,147";"-0,684";"-0,977";"1,172";"0,586";"32,926";"33,708";"32,731";"29,311";"";"30,288";"31,754";"23,449";"33,219";"32,242"
"-1,954";"-0,293";"-0,586";"-1,221";"0,098";"0,195";"32,975";"32,731";"33,219";"31,265";"";"30,777";"32,731";"23,937";"33,219";"32,731"
"-1,954";"0,000";"-0,782";"-1,466";"0,000";"0,098";"32,975";"32,731";"32,731";"31,265";"";"30,288";"32,242";"23,449";"31,754";"32,731"
"-1,954";"-0,147";"-0,684";"-1,466";"0,000";"0,098";"32,975";"33,219";"33,219";"31,754";"";"30,777";"32,242";"22,472";"32,731";"32,242"
"-1,954";"-0,147";"-0,489";"-0,977";"0,000";"0,000";"32,975";"32,731";"33,219";"31,265";"";"30,288";"32,242";"23,937";"32,731";"32,242"
"-1,954";"-0,147";"-0,782";"22,472";"3,127";"3,713";"32,975";"33,219";"32,731";"30,777";"";"30,288";"31,754";"23,449";"33,219";"31,265"
"-1,954";"0,000";"-0,684";"47,386";"5,374";"16,707";"33,024";"33,708";"33,219";"31,265";"";"30,777";"32,242";"23,937";"33,708";"32,242"
"-1,954";"-0,147";"-0,684";"65,706";"33,219";"32,731";"33,024";"33,219";"32,242";"31,265";"";"30,288";"31,754";"23,937";"33,219";"32,242"
"-1,954";"0,000";"-0,586";"73,766";"41,329";"40,743";"33,024";"32,731";"32,731";"31,265";"";"30,777";"30,777";"23,449";"33,219";"32,242"
"-1,954";"-0,147";"-0,782";"82,071";"50,220";"49,927";"33,024";"32,731";"33,219";"31,265";"";"30,288";"32,242";"23,449";"32,731";"32,242"
"-0,977";"-0,147";"-0,782";"86,712";"57,059";"56,766";"33,024";"33,219";"32,731";"31,265";"";"30,288";"32,242";"23,937";"32,242";"32,731"
"-1,954";"-0,147";"-0,684";"90,620";"62,531";"62,433";"33,024";"33,219";"32,731";"30,777";"";"30,777";"32,731";"23,449";"32,731";"32,242"
"-1,954";"0,000";"-0,684";"91,353";"63,801";"63,605";"33,024";"33,219";"32,731";"31,265";"";"30,288";"31,754";"23,937";"32,731";"32,731"
"-1,954";"-0,147";"-0,782";"89,888";"59,502";"59,502";"33,024";"32,731";"32,731";"30,777";"";"30,777";"32,242";"23,449";"32,731";"31,754"
"-1,954";"-0,147";"-0,782";"79,629";"48,363";"48,461";"33,024";"33,219";"32,731";"30,777";"";"30,777";"32,731";"23,449";"33,219";"32,242"
"-1,954";"-0,147";"-0,684";"65,217";"31,461";"33,122";"33,024";"33,219";"33,219";"30,777";"";"30,777";"32,242";"23,449";"33,219";"32,242"
"-1,954";"0,000";"-0,489";"14,167";"1,856";"1,856";"33,024";"33,219";"32,731";"30,777";"";"30,777";"32,242";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,489";"-0,977";"0,489";"0,391";"33,024";"33,219";"32,731";"31,265";"";"30,288";"32,242";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"-1,221";"0,000";"0,195";"33,073";"33,219";"32,731";"31,265";"";"30,288";"32,242";"23,449";"32,731";"35,173"
"-1,954";"-0,147";"-0,782";"-1,466";"0,000";"0,098";"33,073";"32,731";"32,731";"31,265";"";"30,777";"32,242";"23,937";"31,265";"31,754"
"-1,954";"-0,293";"-0,684";"-1,466";"0,000";"0,098";"33,073";"33,219";"33,219";"30,777";"";"30,288";"32,242";"23,937";"33,219";"32,242"
"-1,954";"0,000";"-0,684";"-1,466";"0,000";"0,000";"33,073";"33,219";"33,219";"31,265";"";"30,777";"31,754";"23,449";"33,219";"31,754"
"-1,954";"-0,440";"-0,782";"-1,710";"-0,098";"0,000";"33,073";"32,731";"32,731";"30,777";"";"30,777";"32,242";"23,937";"33,219";"32,242"
"-1,954";"-0,147";"-0,489";"-1,710";"-0,098";"0,000";"33,073";"33,219";"32,731";"30,288";"";"30,777";"32,242";"23,449";"32,242";"32,242"
"-1,954";"0,000";"-0,586";"-1,710";"-0,098";"0,000";"33,073";"32,731";"33,219";"31,754";"";"30,777";"32,242";"23,937";"32,731";"32,242"
"-1,954";"-0,147";"-0,879";"-1,710";"-0,098";"0,000";"33,122";"33,219";"33,219";"30,777";"";"30,777";"33,708";"23,449";"33,219";"32,731"
"-1,954";"0,000";"-0,586";"-1,710";"-0,195";"0,000";"33,073";"33,219";"33,219";"31,265";"";"30,288";"31,754";"23,449";"33,219";"31,754"
"-1,954";"-0,147";"-0,586";"-1,710";"-0,195";"-0,098";"33,073";"33,219";"33,219";"31,754";"";"30,288";"32,242";"23,937";"33,219";"32,242"
"-1,954";"-0,147";"-0,684";"-1,710";"-0,098";"0,000";"33,073";"33,219";"32,731";"30,777";"";"30,288";"31,754";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"-1,710";"-0,098";"0,000";"33,073";"33,219";"33,219";"31,265";"";"30,777";"32,731";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,586";"-1,710";"-0,195";"0,000";"33,073";"32,731";"32,731";"31,265";"";"32,731";"32,242";"23,937";"32,731";"32,731"
"-1,954";"-0,147";"-0,586";"-1,710";"-0,195";"0,000";"33,073";"32,731";"32,731";"30,777";"";"30,288";"31,754";"23,449";"32,731";"32,731"
"-1,954";"0,000";"-0,684";"-1,710";"-0,098";"0,000";"33,073";"33,219";"33,219";"31,265";"";"30,777";"32,242";"23,937";"32,731";"32,242"
"-0,977";"-0,147";"-0,684";"-1,710";"-0,098";"0,000";"33,073";"33,219";"32,242";"31,265";"";"30,288";"31,754";"23,937";"33,219";"32,242"
"-1,954";"-0,147";"-0,586";"-1,710";"-0,195";"0,000";"33,073";"33,219";"32,731";"30,777";"";"30,288";"32,242";"23,449";"32,731";"31,754"
"-1,954";"0,000";"-0,586";"-1,710";"-0,195";"0,000";"33,073";"33,219";"32,731";"31,265";"";"30,288";"32,242";"23,937";"32,731";"32,242"
"-0,977";"-0,147";"-0,684";"-1,710";"-0,098";"0,000";"33,073";"32,731";"32,731";"30,288";"";"30,288";"32,242";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"-1,710";"-0,195";"0,000";"33,073";"33,219";"31,754";"30,777";"";"30,777";"32,242";"23,449";"32,731";"32,242"
"-1,954";"-0,147";"-0,684";"-1,710";"-0,098";"0,000";"33,073";"33,219";"32,731";"31,754";"";"30,288";"32,242";"23,449";"33,219";"32,242"
"-1,954";"-0,147";"-0,684";"-1,710";"-0,195";"0,000";"33,073";"32,731";"32,731";"30,288";"";"30,288";"32,242";"23,449";"32,731";"35,173"
"-1,954";"0,000";"-0,782";"-1,710";"-0,195";"0,000";"33,073";"33,219";"32,731";"31,265";"";"30,777";"32,242";"23,937";"32,242";"32,242"
"-1,954";"0,000";"-0,782";"-1,710";"-0,098";"-0,098";"33,122";"34,196";"32,242";"31,265";"";"30,288";"31,754";"23,937";"33,219";"32,242"
"-1,954";"0,000";"-0,391";"-1,710";"-0,195";"-0,098";"33,073";"32,731";"32,731";"30,777";"";"30,777";"31,754";"23,449";"32,731";"31,754"
"-1,954";"-0,147";"-0,684";"-1,954";"-0,195";"-0,098";"33,073";"33,219";"32,731";"30,777";"";"30,288";"32,242";"23,937";"33,219";"32,242"
"-1,954";"-0,147";"-0,782";"-1,710";"-0,195";"0,000";"33,122";"32,731";"33,219";"31,265";"";"30,288";"32,242";"23,449";"35,662";"32,731"
"-1,954";"-0,147";"-0,684";"-1,710";"-0,195";"-0,098";"33,073";"32,731";"33,219";"31,265";"";"30,777";"32,731";"22,472";"32,731";"31,754"
"-1,954";"-0,293";"-0,586";"-1,954";"-0,195";"0,000";"33,073";"33,219";"32,731";"31,265";"";"30,777";"32,242";"23,449";"33,219";"32,242"
